timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-03-08T18:36:34,codecarbon,2837d63c-1f69-484d-aff9-ad0cd00baf6e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,340.4490483151749,0.01004002118635941,2.9490525046393248e-05,42.5,189.76511601644702,94.34880208969116,0.004019168384935216,0.017419886158123177,0.008919199880224923,0.030358254423283312,Italy,ITA,emilia-romagna,,,Linux-6.1.0-42-amd64-x86_64-with-glibc2.36,3.11.14,2.8.1,96,AMD EPYC 9254 24-Core Processor,1,1 x NVIDIA L40S,10.9231,44.6534,251.59680557250977,machine,N,1.0
