timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-03-08T18:42:28,codecarbon,a431340f-9406-4c2c-8619-cb5c8b1123ab,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,349.2521594292484,0.010314837959468514,2.953407067353608e-05,42.5,181.55096540965013,94.34880208969116,0.004123063173093316,0.017916692388894262,0.009149468972112516,0.03118922453410009,Italy,ITA,emilia-romagna,,,Linux-6.1.0-42-amd64-x86_64-with-glibc2.36,3.11.14,2.8.1,96,AMD EPYC 9254 24-Core Processor,1,1 x NVIDIA L40S,10.9231,44.6534,251.59680557250977,machine,N,1.0
