timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-03-08T19:42:36,codecarbon,9657d578-beb7-4af5-a335-1f8cea4c447c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,622.2041113250889,0.018875878250660418,3.0337115919181315e-05,42.5,159.54985680167846,94.34880208969116,0.007345423354485925,0.033429585354767255,0.01630044001340604,0.05707544872265923,Italy,ITA,emilia-romagna,,,Linux-6.1.0-42-amd64-x86_64-with-glibc2.36,3.11.14,2.8.1,96,AMD EPYC 9254 24-Core Processor,1,1 x NVIDIA L40S,10.9231,44.6534,251.59680557250977,machine,N,1.0
