timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-03-08T18:30:47,codecarbon,e74950df-6074-4b5c-a8f0-41484cefd147,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,327.88187422882766,0.009639496111872592,2.9399295507092352e-05,42.5,183.32319225067803,94.34880208969116,0.0038708066481605383,0.01668654918256607,0.008589821256316119,0.02914717708704271,Italy,ITA,emilia-romagna,,,Linux-6.1.0-42-amd64-x86_64-with-glibc2.36,3.11.14,2.8.1,96,AMD EPYC 9254 24-Core Processor,1,1 x NVIDIA L40S,10.9231,44.6534,251.59680557250977,machine,N,1.0
