timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-03-08T18:57:47,codecarbon,980fdf9c-c3dc-4d54-97fc-2c7f7be0cdd4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,866.044793385081,0.025446478275916996,2.9382404317050598e-05,42.5,182.23672673452566,94.34880208969116,0.010224085807126373,0.04402950022357288,0.022689544599980044,0.0769431306306793,Italy,ITA,emilia-romagna,,,Linux-6.1.0-42-amd64-x86_64-with-glibc2.36,3.11.14,2.8.1,96,AMD EPYC 9254 24-Core Processor,1,1 x NVIDIA L40S,10.9231,44.6534,251.59680557250977,machine,N,1.0
